Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
10352;2;FERRAMENTA/CHIUSURE/VITERIA;HARDWARE/LOCKS/FASTENERS;Categoria_2;
10353;10352;GRILLI / MOSCHETTONI;SHACKLES / CARABINERS;;
10354;10353;GRILLI IN ACCIAIO INOX;STAINLESS STEEL SHACKLES;;
10377;10353;GRILLI STAMPATI IN ACCIAIO INOX ;STAMPED STAINLESS STEEL SHACKLES;;
10387;10353;MOSCHETTONI IN ACCIAIO INOX AISI 316;316 STAINLESS STEEL CARABINERS;;
10402;10353;MOSCHETTONI VELA IN ACCIAIO INOX AISI 316;316 STAINLESS STEEL SAILBOAT SNAP HOOKS;;
10417;10353;MOSCHETTONI IN OTTONE E ALLUMINIO ANODIZZATO;BRASS AND ANODIZED ALUMINUM SNAPS;;
10428;10352;PONTICELLI / GOLFARI E ANELLI;BOLTS AND RINGS;;
10429;10428;PONTICELLI E ANELLI SU PIASTRA;STAINLESS STEEL EYE STRAPS;;
10436;10428;GOLFARE E ANELLI IN ACCIAIO INOX;STAINLESS STEEL U-BOLTS;;
10454;10352;GANCI / GANCETTI;HOOKS / SHOCK CORD HOOKS;;
10455;10454;GANCETTI IN METALLO;METAL HOOKS;;
10478;10454;GANCETTI IN PLASTICA;PLASTIC HOOKS;;
10492;10454;GANCETTI PER ELASTICI;SHOCK CORD HOOKS;;
10501;10352;SISTEMI DI ARRESTO;CATCH SYSTEMS;;
10502;10501;GANCI E CATENACCI;CABIN BOLTS AND LATCHES;;
10512;10501;ARRESTI A SPINTA;DOOR CATCHES AND PANEL LATCHES;;
10555;10352;SERRATURE / CHIUSURE;DOOR LOCKS / LATCHES;;
10556;10555;MANIGLIE E ROSETTE PER SERRATURE;DOOR HANDLES;;
10573;10555;SERRATURE CON CHIAVI;DOOR LOCKS WITH KEYS;;
18166;12211;CHIUSURE A PULSANTE E NOTTOLINI;KNOB LATCHES;;
10586;10555;SERRATURE CON BLOCCO (PRIVACY);PRIVACY DOOR LOCKS;;
10591;10555;SERRATURE SENZA CHIAVI;NO KEYS DOOR LOCKS;;
10595;10555;SERRATURE PER PORTE SCORREVOLI;SLIDING DOOR DOOR LOCKS;;
10608;10555;CHIUSURE A LEVA;HOLD DOWN CLAMPS;;
10618;10555;LUCCHETTI E CASSEFORTI;MARINE PADLOCKS AND SAFES;;
10624;10352;CERNIERE;HINGES;;
10625;10624;CERNIERE PIANE IN ACCIAIO INOX EXTRACROME;STAINLESS STEEL MIRROR-POLISHED FLAT HINGES;;
10643;10624;CERNIERE SFILABILI IN ACCIAIO INOX EXTRACROME;STAINLESS STEEL MIRROR-POLISHED LIFT OFF HINGES;;
10655;10624;CERNIERE IN ACCIAIO INOX EXTRACROME ROBUSTA;STAINLESS STEEL MIRROR-POLISHED EXTRASTRONG HINGES;;
10660;10624;CERNIERE IN ACCIAIO INOX STANDARD;STAINLESS STEEL STANDARD HINGES;;
13026;10624;CERNIERE IN ACCIAIO INOX PER BOCCAPORTI E PORTELLI;STAINLESS STEEL HINGES FOR HATCHES;;
10672;10624;CERNIERE IN OTTONE CROMATO;CHROMED BRASS HINGES;;
10678;10624;CERNIERE IN PLASTICA RINFORZATA;REINFORCED PLASTIC HINGES;;
10694;10352;VITERIA IN ACCIAIO INOX A2;STAINLESS STEEL A2 FASTENERS;;
10695;10694;VITI METRICHE;METRIC MACHINE SCREWS;;
10703;10694;DADI RONDELLE COPIGLIE E RIVETTI;NUTS AND WASHERS;;
10712;10694;VITI AUTOFILETTANTI;TAPPING SCREW PHILLIPS;;
10716;10694;VITI PER LEGNO;WOOD SCREWS;;
10719;10352;VITERIA IN ACCIAIO INOX A4;STAINLESS STEEL A4 FASTENERS;;
10720;10719;VITI METRICHE;METRIC MACHINE SCREWS;;
10723;10719;DADI E RONDELLE;NUTS AND WASHERS;;
10728;10719;VITI AUTOFILETTANTI;TAPPING SCREW PHILLIPS;;
10741;2;SCALETTE PASSERELLE/SUPPORTI SEDILI/OBLO' PRESE D'ARIA;LADDERS GANGWAYS/STAFFS SEATS/PORT LIGHTS AIR VENTS;Categoria_3;
10742;10741;SCALE PLANCE E SUPPORTI MOTORE FUORIBORDO;LADDERS / PLATFORMS;;
10743;10742;SCALETTE AMOVIBILI E BISCAGLINE;REMOVABLE AND BOARDING LADDERS;;
10750;10742;GRADINI ;STEPS;;
10754;10742;SCALETTE TELESCOPICHE;TELESCOPIC LADDERS;;
10761;10742;SCALETTE PIEGHEVOLI;FOLDING LADDERS;;
10774;10742;PLANCETTE DI POPPA;TINOX TRANSOM PLATFORMS;;
19710;10742;SUPPORTI MOTORE PER PLANCETTE E BATTAGLIOLE;RAIL AND PLATFORM MOUNT OUTBOARD BRACKETS;;
19709;10742;SUPPORTI MOTORE A PANTOGRAFO;ADJUSTABLE OUTBOARD BRACKETS;;
10810;10741;PASSERELLE / GRUETTE / ROLLBAR;GANGWAYS / DAVITS / ROLLBARS;;
10814;10810;PASSERELLE;GANGWAYS;;
10823;10810;ACCESSORI E RICAMBI PER PASSERELLE;GANGWAYS' ACCESSORIES AND SPARE PARTS;;
10838;10810;GRUETTE E ROLLBAR;DAVITS AND ROLLBARS;;
10848;10741;CORRIMANO / BATTAGLIOLE;HANDRAILS / LIFELINES;;
10849;10848;PULPITI DI PRUA E DI POPPA IN ACCIAIO INOX ;STAINLESS STEEL BOW AND STERN AMBOS;;
10855;10848;CANDELIERI E ACCESSORI PER PULPITI E BATTAGLIOLE;STANCHIONS AND ACCESSORIES FOR AMBOS AND LIFELINES;;
10868;10848;PASSAMANI TIENTIBENE;HANDRAILS;;
10873;10848;SUPPORTI E TUBI PER PASSAMANI TIENTIBENE;HANDRAIL SUPPORTS AND PIPES;;
10880;10848;BASI E RACCORDI IN ACCIAIO INOX STAMPATO;MOULDED STAINLESS STEEL FITTINGS AND BASES;;
10895;10848;BASI E RACCORDI IN ACCIAIO INOX AISI 316 DA FUSIONE;CAST 316 STAINLESS STEEL FITTINGS AND BASES;;
10919;10741;ASTE PORTABANDIERA;FLAG STAFFS;;
10920;10919;ASTE PORTABANDIERA;FLAG STAFFS;;
10937;10741;REMI / MEZZI MARINAI / CLIPS;OARS / BOATHOOKS / CLIPS;;
10938;10937;REMI E PAGAIE IN ALLUMINIO;ALUMINUM OARS AND PADDLES;;
10947;10937;REMI E PAGAIE IN LEGNO;WOOD OARS AND PADDLES;;
10957;10937;SCALMI E MANICOTTI;OARLOCKS AND SLEEVES;;
10967;10937;MEZZI MARINAI;BOATHOOKS;;
19130;10937;ACCESSORI PER REMI E MEZZI MARINAI;OARS AND BOATHOOK ACCESSORIES;;
10981;10937;CLIPS E ACCESSORI;CLIPS AND ACCESSORIES;;
10990;10741;SUPPORTI PORTACANNE;ROD HOLDERS;;
10991;10990;SUPPORTI PORTACANNE A PARETE E DA RIPOSO;REST AND WALL MOUNT ROD HOLDERS;;
11000;10990;SUPPORTI PORTACANNE;ROD HOLDERS;;
11017;10741;SEDILI / SUPPORTI / TAVOLI;SEATS / PEDESTALS / TABLES;;
11018;11017;SEDILI;UPHOLSTERED SEATS;;
11033;11017;SUPPORTI SEDILE;SEAT PEDESTALS;;
11084;11017;CUSCINI E CASSAPANCHE;CHESTS AND LOCKERS;;
11087;11017;TAVOLI PIEGHEVOLI PER ESTERNI;FOLDING DECK CHAIRS AND TABLES;;
11096;11017;SUPPORTI PER TAVOLI;TABLE PEDESTALS;;
11101;11017;SUPPORTI ABBATTIBILI PER TAVOLI E MENSOLE;TABLE AND SHELVES FOLDABLE SUPPORTS;;
11109;11017;PIANI TAVOLO;TABLE TOPS;;
11114;10741;OBLO' / BOCCAPORTI;PORTLIGHTS / HATCHES;;
11124;11114;OBLO';PORTLIGHTS;;
14116;11114;OSTERIGGI BOCCAPORTI JIM BLACK;JIM BLACK VENT DECK HATCHES;;
11148;11114;COMPASSI E ATTUATORI PER FINESTRINI E BOCCAPORTI;HATCH AND PORTLIGHT ADJUSTERS AND SPRINGLIFTS;;
11157;11114;GUARNIZIONI E PROFILI PER FINESTRATURE E BOCCAPORTI;HATCH AND WINDOW PROFILES AND SEALS;;
11171;11114;PORTELLI CALPESTABILI IN ABS;ABS STEP-ON HATCHES;;
11185;11114;PORTELLI CALPESTABILI EXTRA ROBUSTI;HEAVY DUTY STEP-ON HATCHES;;
11190;11114;PORTELLI CALPESTABILI EXTRA ROBUSTI IN ALLUMINIO;ALUMINUM HEAVY DUTY STEP-ON HATCHES;;
11194;11114;PORTELLI IN ABS CON CONTENITORI;ABS STORAGE BOX HATCHES;;
11200;11114;PORTELLI E TAPPI ISPEZIONE;RECESSED BOXES AND HATCHES;;
14159;11114;NICCHIE E TASCHE;INSPECTION AND ACCESS DECK PLATES;;
11213;10741;PRESE D'ARIA;AIR VENTS;;
11214;11213;PRESE D'ARIA IN ACCIAIO INOX;STAINLESS STEEL VENTS;;
11240;11213;AERATORI DA COPERTA;DECK VENTS;;
11227;11213;PRESE D'ARIA IN PLASTICA;PLASTIC VENTS;;
11236;11213;MANICHE A VENTO ORIENTABILI;SWIVELING COWL VENTS;;
11254;11213;VENTILATORI / ELETTROASPIRATORI;ELECTRIC FANS AND EXTRACTORS;;
11259;11213;SFIATI PER SERBATOI;TANK VENTS;;
11414;4850;TANICHE E IMBUTI;FUEL CANS AND FUNNELS;;
11433;2551;LUCI E PLAFONIERE A INCASSO;FLUSH MOUNT LED LIGHTS;;
11587;1526;ATTACCHI RAPIDI ENTRATA E USCITA ACQUA;QUICK WATER INLET AND OUTLET COUPLINGS;;
11589;1526;POZZETTI E RACCOLTA ACQUE GRIGIE;GREY WATER COLLECTOR TANKS AND DRAIN SYSTEMS;;
11760;10001;PIASTRE / BUMPERS / PARACOLPI / PROFILI PARABORDO;BUMPERS / PROTECTION GUARDS / FENDERING PROFILES;;
11761;11760;PARACOLPI E.V.A. BUMPERS;FOAM DOCK E.V.A. BUMPERS;;
11789;5331;ELICHE DI MANOVRA - BOW PROPELLERS QUICK;BOW THRUSTERS- BOW PROPELLERS QUICK;;
11794;1726;POMPE AUTOCLAVI A CONTROLLO ELETTRONICO;ELECTRONIC CONTROL FRESHWATER PRESSURE SYSTEMS;;
11805;3065;ANTENNE TV - RADIO / SAT / WI-FI GLOMEX;GLOMEX TV / SAT / RADIO / WI-FI ANTENNAS;;
11902;11760;PIASTRE / BUMPERS E PROFILI PARACOLPI;BUMPERS AND PROTECTION GUARDS;;
12077;11114;OSCURANTI E MOSQUITO NET;PRIVACY CURTAINS AND MOSQUITO NETS;;
12158;2469;FARETTI SUBACQUEI HIGH POWER LED;HIGH POWER LED UNDERWATER LIGHTS;;
12211;10352;MANIGLIE / CHIUSURE;HANDLES / LATCHES;;
12221;12211;CHIUSURE A COMPRESSIONE PER PAGLIOLI E BOCCAPORTI;COMPRESSION LATCHES FOR BULKHEADS AND HATCHES;;
12224;12211;CHIUSURE PER PORTELLI E PAGLIOLI;LATCHES FOR DRAWERS AND BULKHEADS;;
12247;12211;MANIGLIE A INCASSO E POMOLI;RECESSED HANDLES;;
12265;10555;ARRESTI FERMA PORTE E PORTELLI;DOOR CATCHES AND DOOR HOLDERS;;
12275;10555;MANIGLIE ESTERNE;EXTERNAL USE DOOR HANDLES;;
12349;4562;ANODI PER SAIL DRIVE LOMBARDINI & BUCK;LOMBARDINI & BUCK SAIL DRIVE ANODES;;
12366;4562;ANODI PER BOW THRUSTER;BOW THRUSTER ANODES;;
12497;2325;LUCI DI VIA A BATTERIA;PORTABLE NAVIGATION BATTERY LIGHTS;;
12525;2551;LUCI DI CORTESIA;COURTESY LED LIGHTS;;
12566;10353;GRILLI IN ACCIAIO INOX TOP CLASS;TOP CLASS STAINLESS STEEL SHACKLES;;
12578;3514;GRILLI IN ACCIAIO INOX TOP CLASS;STAINLESS STEEL TOP CLASS SHACKLES;;
13428;13427;OLIO TEAK;TEAK OIL;;
12607;2887;STRUMENTAZIONE VDO;VDO GAUGES;;
19741;2887;SENSORI DI PRESSIONE E TEMPERATURA;PRESSURE AND TEMPERATURE SENDERS;;
12663;10231;TRECCE PRONTE ORMEGGIO E ANCORAGGIO;MOORING AND ANCHORING READY BRAIDS;;
12759;3065;ANTENNE AM-FM / GSM / CB GLOMEX PER BARCHE A MOTORE;GLOMEX AM-FM / GSM / CB ANTENNAS FOR MOTORBOATS;;
12820;5496;ABRASIVI;ABRASIVES;;
12821;5496;PENNELLI RULLINI E ACCESSORI;BRUSHES ROLLERS AND ACCESSORIES;;
12845;5350;ASSORBENTI PER OLII E IDROCARBURI;OIL AND FUEL ABSORBERS;;
12876;1390;FRIGO PORTATILI CON COMPRESSORE 12/24V;PORTABLE REFRIGERATORS WITH 12/24V COMPRESSOR;;
12877;1390;CONGELATORI E FABBRICATORI DI GHIACCIO;FREEZERS AND ICE MAKERS;;
12894;1726;POMPE LAVAGGIO COPERTA;DECK WASHING SYSTEM PUMPS;;
12945;3065;ANTENNE VHF GLOMEX PER BARCHE A VELA;GLOMEX VHF ANTENNAS FOR SAILBOATS;;
13000;10263;PARAPRUA E PARAPOPPA;STERN AND BOW GUARDS;;
13109;3643;BOZZELLI ANTAL 50 - 60 - 70;ANTAL BLOCKS 50 - 60 - 70;;
13137;3155;EPIRB E DISPOSITIVI SICUREZZA CADUTA IN MARE;EPIRB AND MOB SAFETY DEVICES;;
13141;3742;CARRELLI E ROTAIE ANTAL;ANTAL CARS AND TRACKS;;
13151;3643;BOZZELLI APRIBILI ANTAL;ANTAL SNATCH BLOCKS;;
13233;1611;RACCORDERIA IN PP E IN PLASTICA;PP AND PLASTIC PIPE FITTINGS;;
13365;2047;GENERATORI DI CORRENTE  V.T.E.;V.T.E. MARINE GENERATOR UNITS;;
19738;2551;QUICK LED LIGHTING;QUICK LED LIGHTING;;
13429;13427;DETERGENTI E SCHIARENTI PER TEAK;TEAK CLEANERS AND BRIGHTENERS;;
13427;5349;TEAK CARE;TEAK CARE;;
13495;2698;ECOSCANDAGLI CHARTPLOTTERS E COMBO;FISHFINDERS CHARTPLOTTERS AND COMBO;;
13609;2698;AUTOPILOTI;AUTOPILOTS;;
13610;13609;AUTOPILOTI RAYMARINE;RAYMARINE AUTOPILOTS;;
13626;2966;RAYMARINE i-SERIES;RAYMARINE i-SERIES;;
13761;5393;SIGILLANTI E ADESIVI SIKAFLEX;SIKAFLEX SEALANTS AND ADHESIVES;;
13780;3946;COPERTURE PER MOTORI FUORIBORDO;OUTBOARD ENGINE COVERS;;
13827;4364;BOCCOLE IDROLUBRIFICATE TIPO FRANCIA;FRENCH TYPE WATER LUBRICATED BEARINGS;;
13851;10002;ANCORE GALLEGGIANTI E STABILIZZATORI;FLOATING ANCHORS AND STABILIZERS;;
13858;10046;GIRELLE ;SWIVELS;;
13926;1611;RACCORDERIA RAPIDA JOHN GUEST;JOHN GUEST QUICK CONNECT PIPE FITTINGS;;
13936;4482;ELICHE IN ALLUMINIO PER MOTORI FUORIBORDO E PIEDI POPPIERI;ALUMINUM PROPELLERS FOR OUTBOARDS AND SAILDRIVES;;
14004;4482;ELICHE PER VOLVO PENTA;DUO PROP PROPELLERS FOR VOLVO PENTA;;
13946;4482;ELICHE IN ACCIAIO INOX PER MOTORI FUORIBORDO E PIEDI POPPIERI;STAINLESS STEEL PROPELLERS FOR OUTBOARDS AND SAILDRIVES;;
13963;4562;ANODI PER SISTEMI ARNESON;ARNESON SYSTEM ANODES;;
13973;4562;ANODI PER IDROGETTI HAMILTON;HAMILTON HYDROJETS ANODES;;
13977;4562;ANODI PER IDROGETTI KAMEWA;KAMEWA HYDROJETS ANODES;;
14087;10742;ACCESSORI E RICAMBI PER SCALE E PLANCE;SPARE AND ACCESSORIES FOR LADDERS AND PLATFORMS;;
16031;11114;OSTERIGGI BOCCAPORTI G-TYPE E VETUS;G-TYPE AND VETUS DECK HATCHES;;
14193;1434;SERBATOI ACQUE NERE E ACCESSORI;WASTE TANKS FITTINGS AND HOSES;;
14221;1434;MACERATORI E POMPE SCARICO/CARICO WC;TOILET MACERATORS AND WASTE/CHARGING PUMPS;;
14313;1726;ACCESSORI PER POMPE AUTOCLAVI PER SERVIZI;ACCESSORIES FOR WATER SYSTEM PUMPS;;
14314;1726;POMPE A PEDALE E CENTRIFUGHE PER SERVIZI;FOOT AND CENTRIFUGAL WATER SYSTEM PUMPS;;
14331;1726;POMPE DI RICIRCOLO ACQUA;WATER CIRCULATION PUMPS;;
14338;2551;LUCI E PLAFONIERE IMPERMEABILI;WATERPROOF CEILING AND DOME LIGHTS;;
19740;2659;FARETTI E PLAFONIERE CHIP;CHIP SPOT AND DOME LIGHTS;;
14417;1290;TAPPI DI COPERTA;DECK FILLS;;
14422;14417;TAPPI DI COPERTA IN ACCIAIO INOX E OTTONE;STAINLESS STEEL AND BRASS DECK FILLS;;
14425;14417;TAPPI DI COPERTA IN PLASTICA;PLASTIC DECK FILLS;;
14448;1950;PRESE DI CORRENTE;POWER SOCKETS;;
14449;1950;INTERRUTTORI;SWITCHES;;
14450;14449;INTERRUTTORI A TIRETTO;PUSH-PULL SWITCHES;;
14451;14449;INTERRUTTORI A PULSANTE;BUTTON SWITCHES;;
14452;14449;INTERRUTTORI A LEVETTA;TOGGLE SWITCHES;;
14453;14448;PRESE E SPINE TIPO ACCENDINO E USB;USB AND LIGHTER TYPE PLUGS & SOCKETS;;
14454;14448;PRESE E SPINE;PLUGS & SOCKETS;;
14455;14448;PRESE E SPINE DA BANCHINA LATO BARCA;BOAT SIDE DOCK PLUGS & SOCKETS;;
14456;14448;PRESE E SPINE CE DA BANCHINA;SHORE CE PLUGS & SOCKETS;;
19769;2273;PASSACAVI;WIRE SEALS;;
14512;14449;INTERRUTTORI BASCULANTI;ROCKER SWITCHES;;
14513;14449;INTERRUTTORI BASCULANTI IMPERMEABILI;WATERPROOF ROCKER SWITCHES;;
14514;14449;INTERRUTTORI MAGNETOTERMICI REINSERIBILI / RELE';MAGNETIC CIRCUIT BREAKERS / RELAYS;;
14544;2196;PANNELLI ELETTRICI ROCKER SWITCH;ROCKER SWITCH PANELS;;
14636;4221;ANODI DI ALLUMINIO;ALUMINUM ANODES;;
14637;14636;KIT ANODI MARTYR PER MOTORI MERCURY E MERCRUISER;MERCURY AND MERCRUISER MARTYR ANODES KIT;;
14638;14636;KIT ANODI MARTYR PER MOTORI VOLVO PENTA;VOLVO PENTA MARTYR ANODES KIT;;
14651;14636;ANODI MARTYR PER TIMONI CARENE ASSI ED ELICHE;MARTYR RUDDER, HULL, PROPELLER AND SHAFT ANODES;;
14731;13495;CARTOGRAFIA GARMIN BLUECHART G3 / G3 VISION;GARMIN BLUECHART G3 / G3 VISION CARTOGRAPHY;;
14735;13495;CARTOGRAFIA NAVIONICS;NAVIONICS CARTOGRAPHY;;
14752;14636;ANODI MARTYR PER MOTORI FUORIBORDO;MARTYR ANODES FOR OUTBOARD ENGINES;;
14758;14636;ANODI MARTYR PER MOTORI ENTROFUORIBORDO;MARTYR ANODES FOR STERN DRIVE ENGINES;;
14763;2698;AUDIO E ALTOPARLANTI;AUDIO AND SPEAKERS;;
14764;14763;MARINE STEREO / RADIO;MARINE STEREO / RADIO;;
14775;14763;ALTOPARLANTI MARINI RIVIERA;RIVIERA MARINE SPEAKERS;;
14794;14763;MICROFONI / AMPLIFICATORI;MICROPHONES / AMPLIFIERS;;
14806;3155;RADAR GARMIN;GARMIN RADARS;;
14811;13495;GARMIN CHARTPLOTTERS FISHFINDERS;GARMIN CHARTPLOTTERS / FISHFINDERS;;
14839;2756;ANEMOMETRI METEO PORTATILI;WEATHER POCKET ANEMOMETERS;;
14847;3065;ANTENNE VHF / TV / RADIO SUPERGAIN;SUPERGAIN TV AND VHF ANTENNAS;;
