Codice Prodotto;Descrizione Prodotto Breve Italiana;Codice Categoria;Um;Peso;Disponibilita' maggiore di 0;Obsoleto;Novita';In Offerta;Tipo Offerta;Listino Base;Netto Cliente;Unita' Misura Street Price;Street Price Ivato;Nome Immagine;Link Caratteristiche;Ultimo Aggiornamento
4131620;FILTRO RG 1162 11/2 ;1610;PZ;5,50;Si;No;No;No;Nessuna;298,50;149,25;;284,00;4131618;http://www.motomarine.it/catalogo/xsia/4131620;2021-02-12
4131621;FILTRO RG 1162 2 ;19436;PZ;7,80;Si;No;No;No;Nessuna;433,00;216,50;;372,50;4131621;http://www.motomarine.it/catalogo/xsia/4131621;2021-02-12
4131622;FILTRO RG 1162 21/2 ;19436;PZ;11,00;Si;No;No;No;Nessuna;712,50;356,25;;613,00;4131621;http://www.motomarine.it/catalogo/xsia/4131622;2021-02-12
4131623;FILTRO RG 1162 3 ;19436;PZ;19,25;Si;No;No;No;Nessuna;967,50;483,75;;832,50;4131621;http://www.motomarine.it/catalogo/xsia/4131623;2021-02-12
4131640;FILTRO RG 1164 3/4 ;1609;PZ;2,70;Si;No;No;No;Nessuna;182,50;91,25;;173,50;4131640;http://www.motomarine.it/catalogo/xsia/4131640;2021-02-12
4131641;FILTRO RG 1164 1 ;1609;PZ;2,60;Si;No;No;No;Nessuna;182,50;91,25;;173,50;4131640;http://www.motomarine.it/catalogo/xsia/4131641;2021-02-12
4131642;FILTRO RG 1164 11/4 ;1609;PZ;4,00;Si;No;No;No;Nessuna;224,50;112,25;;213,50;4131640;http://www.motomarine.it/catalogo/xsia/4131642;2021-02-12
4131643;FILTRO RG 1164 11/2 ;1609;PZ;3,80;Si;No;No;No;Nessuna;239,00;119,50;;227,50;4131640;http://www.motomarine.it/catalogo/xsia/4131643;2021-02-12
4132001;FILTRO WATER LINE ;1597;PZ;0,05;Si;No;No;No;Nessuna;6,60;3,30;;8,10;4132001;http://www.motomarine.it/catalogo/xsia/4132001;2021-02-12
4132001;FILTRO WATER LINE ;14327;PZ;0,05;Si;No;No;No;Nessuna;6,60;3,30;;8,10;4132001;http://www.motomarine.it/catalogo/xsia/4132001;2021-02-12
4132002;FILTRO WATER JOHN KLICK+3/4 ;6038;PZ;0,15;Si;No;No;No;Nessuna;19,90;9,95;;24,30;4132002;http://www.motomarine.it/catalogo/xsia/4132002;2021-02-12
4132002;FILTRO WATER JOHN KLICK+3/4 ;14330;PZ;0,15;Si;No;No;No;Nessuna;19,90;9,95;;24,30;4132002;http://www.motomarine.it/catalogo/xsia/4132002;2021-02-12
4132002;FILTRO WATER JOHN KLICK+3/4 ;18996;PZ;0,15;Si;No;No;No;Nessuna;19,90;9,95;;24,30;4132004;http://www.motomarine.it/catalogo/xsia/4132002;2021-02-12
4132004;FILTRO WATER JOHN 2KLICK ;6038;PZ;0,15;Si;No;No;No;Nessuna;24,50;12,25;;29,90;4132002;http://www.motomarine.it/catalogo/xsia/4132004;2021-02-12
4132004;FILTRO WATER JOHN 2KLICK ;14330;PZ;0,15;Si;No;No;No;Nessuna;24,50;12,25;;29,90;4132002;http://www.motomarine.it/catalogo/xsia/4132004;2021-02-12
4132004;FILTRO WATER JOHN 2KLICK ;18996;PZ;0,15;Si;No;No;No;Nessuna;24,50;12,25;;29,90;4132004;http://www.motomarine.it/catalogo/xsia/4132004;2021-02-12
4132010;FILTRO WATER FILE< ;1599;PZ;0,09;Si;No;No;No;Nessuna;7,60;3,80;;9,30;4132010;http://www.motomarine.it/catalogo/xsia/4132010;2021-02-12
4132010;FILTRO WATER FILE< ;14329;PZ;0,09;Si;No;No;No;Nessuna;7,60;3,80;;9,30;4132010;http://www.motomarine.it/catalogo/xsia/4132010;2021-02-12
4132012;FILTRO WATER PIPE 1/2< ;1598;PZ;0,09;Si;No;No;No;Nessuna;7,60;3,80;;9,30;4132012;http://www.motomarine.it/catalogo/xsia/4132012;2021-02-12
4132012;FILTRO WATER PIPE 1/2< ;14328;PZ;0,09;Si;No;No;No;Nessuna;7,60;3,80;;9,30;4132012;http://www.motomarine.it/catalogo/xsia/4132012;2021-02-12
4132013;FILTRO WATER PIPE 3/4< ;1598;PZ;0,09;No;No;No;No;Nessuna;7,60;3,80;;9,30;4132012;http://www.motomarine.it/catalogo/xsia/4132013;2021-02-12
4132013;FILTRO WATER PIPE 3/4< ;14328;PZ;0,09;No;No;No;No;Nessuna;7,60;3,80;;9,30;4132012;http://www.motomarine.it/catalogo/xsia/4132013;2021-02-12
4132080;ATTACCHI KLICK 1/2hose - 3/8BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132080;2021-02-12
4132080;ATTACCHI KLICK 1/2hose - 3/8BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132080;2021-02-12
4132080;ATTACCHI KLICK 1/2hose - 3/8BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132080;2021-02-12
4132081;ATTACCHI KLICK 3/4hose - 1/2BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132081;2021-02-12
4132081;ATTACCHI KLICK 3/4hose - 1/2BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132081;2021-02-12
4132081;ATTACCHI KLICK 3/4hose - 1/2BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132081;2021-02-12
4132082;ATTACCHI KLICK 90 3/4 hose ;6038;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132082;2021-02-12
4132082;ATTACCHI KLICK 90 3/4 hose ;14330;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132082;2021-02-12
4132082;ATTACCHI KLICK 90 3/4 hose ;18999;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132082;2021-02-12
4132083;ATTACCHI KLICK 90 1/2 BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132083;2021-02-12
4132083;ATTACCHI KLICK 90 1/2 BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132083;2021-02-12
4132083;ATTACCHI KLICK 90 1/2 BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132083;2021-02-12
4132084;ATTACCHI KLICK 90 1/2 hose ;6038;CP;0,02;No;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132084;2021-02-12
4132084;ATTACCHI KLICK 90 1/2 hose ;14330;CP;0,02;No;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132084;2021-02-12
4132084;ATTACCHI KLICK 90 1/2 hose ;18999;CP;0,02;No;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132084;2021-02-12
4132085;ATTACCHI KLICK 90 3/8 BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132085;2021-02-12
4132085;ATTACCHI KLICK 90 3/8 BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132002;http://www.motomarine.it/catalogo/xsia/4132085;2021-02-12
4132085;ATTACCHI KLICK 90 3/8 BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;5,90;2,95;;7,20;4132080;http://www.motomarine.it/catalogo/xsia/4132085;2021-02-12
4132086;ATTACCHI KLICK HOSE GARDEN ;6038;CP;0,02;No;No;No;No;Nessuna;9,40;4,70;;11,50;4132002;http://www.motomarine.it/catalogo/xsia/4132086;2021-02-12
4132086;ATTACCHI KLICK HOSE GARDEN ;14330;CP;0,02;No;No;No;No;Nessuna;9,40;4,70;;11,50;4132002;http://www.motomarine.it/catalogo/xsia/4132086;2021-02-12
4132086;ATTACCHI KLICK HOSE GARDEN ;18999;CP;0,02;No;No;No;No;Nessuna;9,40;4,70;;11,50;4132080;http://www.motomarine.it/catalogo/xsia/4132086;2021-02-12
4132087;ATTACCHI KLICK 3/8 BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132002;http://www.motomarine.it/catalogo/xsia/4132087;2021-02-12
4132087;ATTACCHI KLICK 3/8 BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132002;http://www.motomarine.it/catalogo/xsia/4132087;2021-02-12
4132087;ATTACCHI KLICK 3/8 BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132080;http://www.motomarine.it/catalogo/xsia/4132087;2021-02-12
4132088;ATTACCHI KLICK 1/2 BSP ;6038;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132002;http://www.motomarine.it/catalogo/xsia/4132088;2021-02-12
4132088;ATTACCHI KLICK 1/2 BSP ;14330;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132002;http://www.motomarine.it/catalogo/xsia/4132088;2021-02-12
4132088;ATTACCHI KLICK 1/2 BSP ;18999;CP;0,02;Si;No;No;No;Nessuna;6,00;3,00;;7,40;4132080;http://www.motomarine.it/catalogo/xsia/4132088;2021-02-12
4132089;ATTACCO KLICK T 3/4 ;6038;PZ;0,02;No;No;No;No;Nessuna;7,40;3,70;;9,10;4132002;http://www.motomarine.it/catalogo/xsia/4132089;2021-02-12
4132089;ATTACCO KLICK T 3/4 ;14330;PZ;0,02;No;No;No;No;Nessuna;7,40;3,70;;9,10;4132002;http://www.motomarine.it/catalogo/xsia/4132089;2021-02-12
4132089;ATTACCO KLICK T 3/4 ;18999;PZ;0,02;No;No;No;No;Nessuna;7,40;3,70;;9,10;4132080;http://www.motomarine.it/catalogo/xsia/4132089;2021-02-12
4132112;FILTRO VETUS FTR140 1/2 ;1605;PZ;0,26;No;No;No;No;Nessuna;95,70;47,85;;90,00;4132112;http://www.motomarine.it/catalogo/xsia/4132112;2021-02-12
4132116;FILTRO VETUS FTR140 5/8 ;1605;PZ;0,09;No;No;No;No;Nessuna;95,70;47,85;;90,00;4132112;http://www.motomarine.it/catalogo/xsia/4132116;2021-02-12
4132119;FILTRO VETUS FTR140 3/4 ;1605;PZ;0,09;No;No;No;No;Nessuna;95,70;47,85;;90,00;4132112;http://www.motomarine.it/catalogo/xsia/4132119;2021-02-12
4132125;FILTRO VETUS FTR330 1 ;1606;PZ;0,50;No;No;No;No;Nessuna;116,00;58,00;;109,50;4132125;http://www.motomarine.it/catalogo/xsia/4132125;2021-02-12
4132131;FILTRO VETUS FTR330 1 1/4 ;1606;PZ;0,09;No;No;No;No;Nessuna;116,00;58,00;;109,50;4132125;http://www.motomarine.it/catalogo/xsia/4132131;2021-02-12
4132138;FILTRO VETUS FTR330 1 1/2 ;1606;PZ;0,58;Si;No;No;No;Nessuna;116,00;58,00;;109,50;4132125;http://www.motomarine.it/catalogo/xsia/4132138;2021-02-12
4132212;FILTRO AA POLY 1/2< ;1607;PZ;0,27;Si;No;No;No;Nessuna;23,50;11,75;;28,70;4132212;http://www.motomarine.it/catalogo/xsia/4132212;2021-02-12
4132216;FILTRO AA POLY 5/8< ;1607;PZ;0,30;No;No;No;No;Nessuna;23,50;11,75;;28,70;4132212;http://www.motomarine.it/catalogo/xsia/4132216;2021-02-12
4132219;FILTRO AA POLY 3/4< ;1607;PZ;0,27;Si;No;No;No;Nessuna;23,50;11,75;;28,70;4132212;http://www.motomarine.it/catalogo/xsia/4132219;2021-02-12
4132225;FILTRO AA POLY 1< ;1607;PZ;0,65;Si;No;No;No;Nessuna;36,50;18,25;;45,70;4132212;http://www.motomarine.it/catalogo/xsia/4132225;2021-02-12
4132231;FILTRO AA POLY 1 1/4< ;1607;PZ;0,66;Si;No;No;No;Nessuna;36,50;18,25;;45,70;4132212;http://www.motomarine.it/catalogo/xsia/4132231;2021-02-12
4132238;FILTRO AA POLY 1 1/2< ;1607;PZ;0,67;Si;No;No;No;Nessuna;36,50;18,25;;45,70;4132212;http://www.motomarine.it/catalogo/xsia/4132238;2021-02-12
4132502;FILTRO VETUS BISEP19 3/4 ;1601;PZ;0,67;No;No;No;Si;Valore;141,50;70,75;;122,00;4132502;http://www.motomarine.it/catalogo/xsia/4132502;2021-02-12
4132561;FILTRO VETUS WASTE 5/8 ;1602;PZ;0,23;Si;No;No;No;Nessuna;99,90;49,95;;86,00;4132561;http://www.motomarine.it/catalogo/xsia/4132561;2021-02-12
4132562;FILTRO VETUS FUEL 5/8 ;1603;PZ;0,25;Si;No;No;No;Nessuna;99,90;49,95;;86,00;4132562;http://www.motomarine.it/catalogo/xsia/4132562;2021-02-12
4139012;GOMITO L 1/4 NPT< ;15198;PZ;0,04;No;No;No;No;Nessuna;3,10;1,55;;3,80;4139012;http://www.motomarine.it/catalogo/xsia/4139012;2021-02-12
4139013;GOMITO L 3/8 NPT< ;15198;PZ;0,06;No;No;No;Si;Valore;3,90;1,95;;4,80;4139012;http://www.motomarine.it/catalogo/xsia/4139013;2021-02-12
4600002;LEVA COMANDO B47 WHITE ;5278;PZ;0,67;Si;No;No;No;Nessuna;94,40;47,20;;81,60;4600002;http://www.motomarine.it/catalogo/xsia/4600002;2021-02-12
4600012;LEVA COMANDO B49 BLACK ;5278;PZ;0,67;No;No;No;No;Nessuna;94,40;47,20;;81,60;4600002;http://www.motomarine.it/catalogo/xsia/4600012;2021-02-12
4601001;LEVA COMANDO B89 WHITE ;17663;PZ;2,20;Si;No;No;No;Nessuna;256,00;128,00;;221,50;4601001;http://www.motomarine.it/catalogo/xsia/4601001;2021-02-12
4601011;LEVA COMANDO B90 BLACK ;17663;PZ;2,19;Si;No;No;No;Nessuna;256,00;128,00;;221,50;4601001;http://www.motomarine.it/catalogo/xsia/4601011;2021-02-12
4601201;LEVA COMANDO B183 ;5286;PZ;2,30;Si;No;No;No;Nessuna;218,50;109,25;;189,50;4601201;http://www.motomarine.it/catalogo/xsia/4601201;2021-02-12
4601301;LEVA COMANDO B184 ;16452;PZ;2,06;Si;No;No;No;Nessuna;318,00;159,00;;275,00;4601301;http://www.motomarine.it/catalogo/xsia/4601301;2021-02-12
4601401;LEVA COMANDO B85 ;15341;PZ;1,95;Si;No;No;No;Nessuna;214,00;107,00;;185,50;4601401;http://www.motomarine.it/catalogo/xsia/4601401;2021-02-12
4601404;LEVA COMANDO 700SS ;5287;PZ;2,20;Si;No;No;No;Nessuna;199,50;99,75;;199,50;4601404;http://www.motomarine.it/catalogo/xsia/4601404;2021-02-12
4603000;LEVA COMANDO B35 ;5276;PZ;0,56;Si;No;No;No;Nessuna;135,50;67,75;;117,50;4603000;http://www.motomarine.it/catalogo/xsia/4603000;2021-02-12
4603001;LEVA COMANDO CHROME< ;5275;PZ;0,62;No;No;No;No;Nessuna;68,40;34,20;;68,40;4603001;http://www.motomarine.it/catalogo/xsia/4603001;2021-02-12
4603002;LEVA COMANDO 2xCHROME< ;5277;PZ;1,72;No;No;No;No;Nessuna;126,40;63,20;;126,50;4603002;http://www.motomarine.it/catalogo/xsia/4603002;2021-02-12
4605058;LEVA COMANDO B58 ;5281;PZ;2,06;Si;No;No;No;Nessuna;360,00;180,00;;311,50;4605058;http://www.motomarine.it/catalogo/xsia/4605058;2021-02-12
4605059;LEVA COMANDO B59 ;5281;PZ;2,07;Si;No;No;No;Nessuna;360,00;180,00;;311,50;4605058;http://www.motomarine.it/catalogo/xsia/4605059;2021-02-12
4605061;LEVA COMANDO TOP MOUNT CHROME< ;5279;PZ;1,62;Si;No;No;No;Nessuna;162,50;81,25;;162,50;4605061;http://www.motomarine.it/catalogo/xsia/4605061;2021-02-12
4605062;LEVA COMANDO TOP MOUNT 2xCHROME< ;19257;PZ;2,53;No;No;No;No;Nessuna;239,50;119,75;;239,50;4605062;http://www.motomarine.it/catalogo/xsia/4605062;2021-02-12
4610008;CAVO MACH ZERO 8'2.44M ;5323;PZ;0,60;No;No;No;No;Nessuna;52,00;26,00;;45,40;4610008;http://www.motomarine.it/catalogo/xsia/4610008;2021-02-12
4610009;CAVO MACH ZERO 9'2.75M ;5323;PZ;0,65;Si;No;No;No;Nessuna;54,60;27,30;;47,70;4610008;http://www.motomarine.it/catalogo/xsia/4610009;2021-02-12
4610010;CAVO MACH ZERO 10'3.05M ;5323;PZ;0,70;Si;No;No;No;Nessuna;57,30;28,65;;50,00;4610008;http://www.motomarine.it/catalogo/xsia/4610010;2021-02-12
4610011;CAVO MACH ZERO 11'3.36M ;5323;PZ;0,75;Si;No;No;No;Nessuna;60,00;30,00;;52,30;4610008;http://www.motomarine.it/catalogo/xsia/4610011;2021-02-12
4610012;CAVO MACH ZERO 12'3.66M ;5323;PZ;0,80;Si;No;No;No;Nessuna;62,60;31,30;;54,60;4610008;http://www.motomarine.it/catalogo/xsia/4610012;2021-02-12
4610013;CAVO MACH ZERO 13'3.97M ;5323;PZ;0,85;Si;No;No;No;Nessuna;65,30;32,65;;56,90;4610008;http://www.motomarine.it/catalogo/xsia/4610013;2021-02-12
4610014;CAVO MACH ZERO 14'4.27M ;5323;PZ;0,90;Si;No;No;No;Nessuna;68,00;34,00;;59,20;4610008;http://www.motomarine.it/catalogo/xsia/4610014;2021-02-12
4610015;CAVO MACH ZERO 15'4.59M ;5323;PZ;0,95;Si;No;No;No;Nessuna;70,60;35,30;;61,50;4610008;http://www.motomarine.it/catalogo/xsia/4610015;2021-02-12
4610016;CAVO MACH ZERO 16'4.88M ;5323;PZ;1,00;Si;No;No;No;Nessuna;73,30;36,65;;64,00;4610008;http://www.motomarine.it/catalogo/xsia/4610016;2021-02-12
4610017;CAVO MACH ZERO 17'5.19M ;5323;PZ;1,05;Si;No;No;No;Nessuna;76,00;38,00;;66,30;4610008;http://www.motomarine.it/catalogo/xsia/4610017;2021-02-12
4610018;CAVO MACH ZERO 18'5.49M ;5323;PZ;1,10;Si;No;No;No;Nessuna;78,70;39,35;;68,60;4610008;http://www.motomarine.it/catalogo/xsia/4610018;2021-02-12
4610019;CAVO MACH ZERO 19'5.80M ;5323;PZ;1,15;Si;No;No;No;Nessuna;81,30;40,65;;70,90;4610008;http://www.motomarine.it/catalogo/xsia/4610019;2021-02-12
4610020;CAVO MACH ZERO 20'6.10M ;5323;PZ;1,20;Si;No;No;No;Nessuna;84,00;42,00;;73,20;4610008;http://www.motomarine.it/catalogo/xsia/4610020;2021-02-12
4610022;CAVO MACH ZERO 22'6.72M ;5323;PZ;1,30;Si;No;No;No;Nessuna;89,30;44,65;;77,80;4610008;http://www.motomarine.it/catalogo/xsia/4610022;2021-02-12
4610024;CAVO MACH ZERO 24'7.33M ;5323;PZ;1,40;Si;No;No;No;Nessuna;94,70;47,35;;82,50;4610008;http://www.motomarine.it/catalogo/xsia/4610024;2021-02-12
4610026;CAVO MACH ZERO 26'7.93M ;5323;PZ;1,50;Si;No;No;No;Nessuna;101,00;50,50;;87,90;4610008;http://www.motomarine.it/catalogo/xsia/4610026;2021-02-12
4610028;CAVO MACH ZERO 28'8.54M ;5323;PZ;1,55;Si;No;No;No;Nessuna;108,00;54,00;;94,40;4610008;http://www.motomarine.it/catalogo/xsia/4610028;2021-02-12
4610030;CAVO MACH ZERO 30'9.15M ;5323;PZ;1,60;Si;No;No;No;Nessuna;115,50;57,75;;101,00;4610008;http://www.motomarine.it/catalogo/xsia/4610030;2021-02-12
4610032;CAVO MACH ZERO 32'9.76M ;5323;PZ;1,65;Si;No;No;No;Nessuna;123,00;61,50;;107,00;4610008;http://www.motomarine.it/catalogo/xsia/4610032;2021-02-12
4610034;CAVO MACH ZERO 34'10.37M ;5323;PZ;1,70;Si;No;No;No;Nessuna;130,00;65,00;;113,50;4610008;http://www.motomarine.it/catalogo/xsia/4610034;2021-02-12
4610036;CAVO MACH ZERO 36'10.98M ;5323;PZ;1,80;Si;No;No;No;Nessuna;138,00;69,00;;120,50;4610008;http://www.motomarine.it/catalogo/xsia/4610036;2021-02-12
4610040;CAVO MACH ZERO 40'12.20M ;5323;PZ;1,90;Si;No;No;No;Nessuna;154,00;77,00;;134,00;4610008;http://www.motomarine.it/catalogo/xsia/4610040;2021-02-12
4610073;LEVA COMANDO B73 BLACK ;5289;PZ;3,19;Si;No;No;No;Nessuna;338,50;169,25;;292,50;4610073;http://www.motomarine.it/catalogo/xsia/4610073;2021-02-12
4610103;LEVA COMANDO B103< ;5290;PZ;2,70;Si;No;No;No;Nessuna;321,50;160,75;;321,50;4610103;http://www.motomarine.it/catalogo/xsia/4610103;2021-02-12
4610104;LEVA COMANDO B104< ;5290;PZ;4,50;Si;No;No;No;Nessuna;565,50;282,75;;565,50;4610103;http://www.motomarine.it/catalogo/xsia/4610104;2021-02-12
4610107;LEVA COMANDO MT3< ;5291;PZ;2,95;Si;No;No;No;Nessuna;376,00;188,00;;376,00;4610107;http://www.motomarine.it/catalogo/xsia/4610107;2021-02-12
4610108;LEVA COMANDO MT3 TWIN< ;5291;PZ;4,83;Si;No;No;No;Nessuna;617,00;308,50;;617,00;4610107;http://www.motomarine.it/catalogo/xsia/4610108;2021-02-12
4610111;LEVA COMANDO B301CR ;11300;PZ;2,70;No;No;No;No;Nessuna;398,50;199,25;;344,50;4610111;http://www.motomarine.it/catalogo/xsia/4610111;2021-02-12
4610112;LEVA COMANDO B302CR ;11300;PZ;4,50;Si;No;No;No;Nessuna;668,50;334,25;;578,00;4610111;http://www.motomarine.it/catalogo/xsia/4610112;2021-02-12
4610205;CAVO C2 1.53M ;5322;PZ;0,50;Si;No;No;No;Nessuna;27,60;13,80;;24,10;4610205;http://www.motomarine.it/catalogo/xsia/4610205;2021-02-12
4610206;CAVO C2 1.83M ;5322;PZ;0,53;Si;No;No;No;Nessuna;28,80;14,40;;25,10;4610205;http://www.motomarine.it/catalogo/xsia/4610206;2021-02-12
4610207;CAVO C2 2.14M ;5322;PZ;0,56;Si;No;No;No;Nessuna;30,00;15,00;;26,10;4610205;http://www.motomarine.it/catalogo/xsia/4610207;2021-02-12
4610208;CAVO C2 2.44M ;5322;PZ;0,60;Si;No;No;No;Nessuna;31,20;15,60;;27,20;4610205;http://www.motomarine.it/catalogo/xsia/4610208;2021-02-12
4610209;CAVO C2 2.75M ;5322;PZ;0,63;Si;No;No;No;Nessuna;32,30;16,15;;28,20;4610205;http://www.motomarine.it/catalogo/xsia/4610209;2021-02-12
4610210;CAVO C2 3.05M ;5322;PZ;0,66;Si;No;No;No;Nessuna;33,60;16,80;;29,30;4610205;http://www.motomarine.it/catalogo/xsia/4610210;2021-02-12
4610211;CAVO C2 3.36M ;5322;PZ;0,70;Si;No;No;No;Nessuna;34,80;17,40;;30,30;4610205;http://www.motomarine.it/catalogo/xsia/4610211;2021-02-12
4610212;CAVO C2 3.66M ;5322;PZ;0,73;Si;No;No;No;Nessuna;36,00;18,00;;31,40;4610205;http://www.motomarine.it/catalogo/xsia/4610212;2021-02-12
4610213;CAVO C2 3.97M ;5322;PZ;0,76;Si;No;No;No;Nessuna;37,20;18,60;;32,40;4610205;http://www.motomarine.it/catalogo/xsia/4610213;2021-02-12
4610214;CAVO C2 4.27M ;5322;PZ;0,80;Si;No;No;No;Nessuna;38,30;19,15;;33,40;4610205;http://www.motomarine.it/catalogo/xsia/4610214;2021-02-12
4610215;CAVO C2 4.59M ;5322;PZ;0,85;Si;No;No;No;Nessuna;39,60;19,80;;34,50;4610205;http://www.motomarine.it/catalogo/xsia/4610215;2021-02-12
4610216;CAVO C2 4.88M ;5322;PZ;0,88;Si;No;No;No;Nessuna;40,80;20,40;;35,60;4610205;http://www.motomarine.it/catalogo/xsia/4610216;2021-02-12
4610217;CAVO C2 5.19M ;5322;PZ;0,92;Si;No;No;No;Nessuna;42,00;21,00;;36,50;4610205;http://www.motomarine.it/catalogo/xsia/4610217;2021-02-12
4610218;CAVO C2 5.49M ;5322;PZ;0,94;No;No;No;No;Nessuna;43,20;21,60;;37,60;4610205;http://www.motomarine.it/catalogo/xsia/4610218;2021-02-12
4610219;CAVO C2 5.80M ;5322;PZ;1,00;Si;No;No;No;Nessuna;44,30;22,15;;38,60;4610205;http://www.motomarine.it/catalogo/xsia/4610219;2021-02-12
4610220;CAVO C2 6.10M ;5322;PZ;1,05;No;No;No;No;Nessuna;45,60;22,80;;39,70;4610205;http://www.motomarine.it/catalogo/xsia/4610220;2021-02-12
4610222;CAVO C2 6.72M ;5322;PZ;1,10;Si;No;No;No;Nessuna;48,30;24,15;;42,10;4610205;http://www.motomarine.it/catalogo/xsia/4610222;2021-02-12
4610224;CAVO C2 7.33M ;5322;PZ;1,15;Si;No;No;No;Nessuna;50,90;25,45;;44,40;4610205;http://www.motomarine.it/catalogo/xsia/4610224;2021-02-12
4610405;CAVO C14 1.53M ;5329;PZ;0,30;Si;No;No;No;Nessuna;36,10;18,05;;31,50;4610405;http://www.motomarine.it/catalogo/xsia/4610405;2021-02-12
4610406;CAVO C14 1.83M ;5329;PZ;0,34;Si;No;No;No;Nessuna;37,30;18,65;;32,50;4610405;http://www.motomarine.it/catalogo/xsia/4610406;2021-02-12
4610407;CAVO C14 2.14M ;5329;PZ;0,37;Si;No;No;No;Nessuna;38,50;19,25;;33,50;4610405;http://www.motomarine.it/catalogo/xsia/4610407;2021-02-12
4610408;CAVO C14 2.44M ;5329;PZ;0,40;Si;No;No;No;Nessuna;39,70;19,85;;34,60;4610405;http://www.motomarine.it/catalogo/xsia/4610408;2021-02-12
4610409;CAVO C14 2.75M ;5329;PZ;0,44;Si;No;No;No;Nessuna;40,80;20,40;;35,60;4610405;http://www.motomarine.it/catalogo/xsia/4610409;2021-02-12
4610410;CAVO C14 3.05M ;5329;PZ;0,47;Si;No;No;No;Nessuna;42,10;21,05;;36,70;4610405;http://www.motomarine.it/catalogo/xsia/4610410;2021-02-12
4610411;CAVO C14 3.36M ;5329;PZ;0,51;No;No;No;No;Nessuna;43,30;21,65;;37,70;4610405;http://www.motomarine.it/catalogo/xsia/4610411;2021-02-12
4610412;CAVO C14 3.66M ;5329;PZ;0,54;Si;No;No;No;Nessuna;44,50;22,25;;38,80;4610405;http://www.motomarine.it/catalogo/xsia/4610412;2021-02-12
4610413;CAVO C14 3.97M ;5329;PZ;0,57;Si;No;No;No;Nessuna;45,70;22,85;;39,70;4610405;http://www.motomarine.it/catalogo/xsia/4610413;2021-02-12
4610414;CAVO C14 4.27M ;5329;PZ;0,61;Si;No;No;No;Nessuna;46,80;23,40;;40,80;4610405;http://www.motomarine.it/catalogo/xsia/4610414;2021-02-12
4610415;CAVO C14 4.59M ;5329;PZ;0,64;Si;No;No;No;Nessuna;48,10;24,05;;41,90;4610405;http://www.motomarine.it/catalogo/xsia/4610415;2021-02-12
4610416;CAVO C14 4.88M ;5329;PZ;0,68;Si;No;No;No;Nessuna;49,30;24,65;;42,90;4610405;http://www.motomarine.it/catalogo/xsia/4610416;2021-02-12
4610417;CAVO C14 5.19M ;5329;PZ;0,71;Si;No;No;No;Nessuna;50,50;25,25;;43,90;4610405;http://www.motomarine.it/catalogo/xsia/4610417;2021-02-12
